mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,name,param_alpha,param_l1_ratio,param_algorithm,param_n_neighbors,param_weights,param_C,param_epsilon,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_max_samples,param_loss
[0.00483961],[0.00127904],[0.00262518],[0.00049372],[{}],[0.98753058],[0.99059711],[0.98667652],[0.9859771],[0.99007253],[0.98817077],[0.00184167],[1],[-10.39344155],[-8.60692152],[-12.16838667],[-11.22399216],[-9.17579905],[-10.31370819],[1.30251791],[1],linreg,,,,,,,,,,,,,,
"[0.00425415 0.00347705 0.00349207 0.00325556 0.00334077 0.00316553
 0.00272493 0.00280132 0.00248885 0.00266938 0.00307441 0.00258889
 0.0024581  0.00245829 0.00247021 0.00245838 0.00245819 0.00242958
 0.0026001  0.00259137 0.00244999 0.00245576 0.00267668 0.00279841
 0.00248985 0.00249085 0.00248189 0.00248218 0.00247426 0.00244765
 0.00261478 0.0024405  0.00240803 0.00255289 0.00244389 0.0024076
 0.00242653 0.00242887 0.00251269 0.00243516 0.0024066  0.00239401
 0.00245638 0.00237651 0.00241766 0.00256371 0.00261426 0.00267959
 0.00268025 0.00301218]","[4.87725339e-04 4.76631058e-04 1.17642347e-04 3.34965305e-04
 1.37701127e-05 3.80096808e-04 1.67375100e-04 3.24007028e-04
 6.60609655e-05 3.04834331e-04 4.23961600e-04 1.24640946e-04
 8.08775423e-05 5.81325711e-05 2.55472600e-05 1.37591723e-04
 6.66495886e-05 3.08722509e-05 1.78702358e-04 1.75842261e-04
 4.29468569e-05 6.26046331e-05 2.83429712e-04 3.71831996e-04
 7.48423832e-05 5.64202543e-05 9.81735104e-05 1.86590895e-04
 8.44095246e-05 6.75084891e-05 3.16279060e-04 5.80405829e-05
 1.69038604e-05 2.68805866e-04 3.64796320e-05 3.54160026e-05
 5.71760562e-05 4.11454381e-05 1.51694184e-04 5.33604856e-05
 2.74485958e-05 3.05046859e-05 7.93069793e-05 3.72566393e-05
 5.19510965e-05 1.16044669e-04 1.03395736e-04 2.72721968e-04
 2.03800637e-04 2.25566657e-04]","[0.00274277 0.00244031 0.00245395 0.0023365  0.0022974  0.00223846
 0.00217361 0.00181808 0.00173173 0.00219388 0.0020956  0.00181499
 0.00177603 0.00188522 0.00172958 0.00170789 0.00175385 0.00174122
 0.00178828 0.0017611  0.00174623 0.00174384 0.00186605 0.00183525
 0.00171957 0.00187283 0.00177751 0.00177684 0.00178285 0.00172176
 0.00183382 0.00175734 0.00171123 0.00173345 0.00176868 0.00170794
 0.00173178 0.00175877 0.00182333 0.00171947 0.00169683 0.00174007
 0.00174303 0.00173421 0.00180097 0.00176492 0.00197568 0.00191374
 0.00194397 0.00197854]","[3.22816115e-04 3.03103879e-04 5.03002407e-05 8.14271179e-05
 1.55316850e-04 2.49723285e-04 4.94107039e-04 8.00496690e-05
 1.67766736e-05 4.62990475e-04 2.87090447e-04 1.24678064e-04
 9.41034719e-05 2.10091194e-04 3.72542591e-05 1.78005297e-05
 5.17587791e-05 7.37886667e-05 4.49398721e-05 5.93237169e-05
 3.83622532e-05 2.36240932e-05 1.64780972e-04 8.64652646e-05
 3.99629937e-05 2.73930949e-04 6.54255683e-05 6.85413567e-05
 9.40899401e-05 1.76613944e-05 1.64838585e-04 8.95227192e-05
 2.45678054e-05 5.38164340e-05 6.22762107e-05 8.83964011e-06
 4.06799950e-05 7.30105116e-05 1.92831119e-04 2.77988293e-05
 1.59095058e-05 5.77206604e-05 2.76637068e-05 5.24671273e-05
 1.32625070e-04 3.90758087e-05 2.12767689e-04 1.59078579e-04
 2.77068347e-04 3.09023024e-04]","[{'alpha': 0.001}, {'alpha': 0.0030204081632653063}, {'alpha': 0.0050408163265306125}, {'alpha': 0.007061224489795919}, {'alpha': 0.009081632653061226}, {'alpha': 0.011102040816326531}, {'alpha': 0.013122448979591837}, {'alpha': 0.015142857142857145}, {'alpha': 0.01716326530612245}, {'alpha': 0.019183673469387756}, {'alpha': 0.02120408163265306}, {'alpha': 0.02322448979591837}, {'alpha': 0.025244897959183676}, {'alpha': 0.02726530612244898}, {'alpha': 0.02928571428571429}, {'alpha': 0.031306122448979595}, {'alpha': 0.0333265306122449}, {'alpha': 0.035346938775510206}, {'alpha': 0.03736734693877551}, {'alpha': 0.03938775510204082}, {'alpha': 0.04140816326530612}, {'alpha': 0.043428571428571434}, {'alpha': 0.04544897959183674}, {'alpha': 0.047469387755102045}, {'alpha': 0.04948979591836735}, {'alpha': 0.051510204081632656}, {'alpha': 0.05353061224489796}, {'alpha': 0.05555102040816327}, {'alpha': 0.05757142857142858}, {'alpha': 0.059591836734693884}, {'alpha': 0.06161224489795919}, {'alpha': 0.0636326530612245}, {'alpha': 0.0656530612244898}, {'alpha': 0.0676734693877551}, {'alpha': 0.06969387755102041}, {'alpha': 0.07171428571428572}, {'alpha': 0.07373469387755102}, {'alpha': 0.07575510204081633}, {'alpha': 0.07777551020408163}, {'alpha': 0.07979591836734694}, {'alpha': 0.08181632653061224}, {'alpha': 0.08383673469387756}, {'alpha': 0.08585714285714287}, {'alpha': 0.08787755102040817}, {'alpha': 0.08989795918367348}, {'alpha': 0.09191836734693878}, {'alpha': 0.09393877551020409}, {'alpha': 0.0959591836734694}, {'alpha': 0.0979795918367347}, {'alpha': 0.1}]","[0.98755003 0.98756544 0.98756972 0.98757728 0.98759923 0.98760926
 0.98761414 0.98761464 0.98760881 0.98759791 0.98758318 0.98756463
 0.98754226 0.98751607 0.98748616 0.98745619 0.98742277 0.98738559
 0.98734465 0.98729996 0.9872515  0.98719929 0.98714332 0.98708359
 0.9870201  0.98695285 0.98688184 0.98680707 0.98672855 0.98664237
 0.98655114 0.98645625 0.98635767 0.98627588 0.98619662 0.98611401
 0.98602805 0.98593874 0.98584608 0.98575006 0.98565069 0.98554797
 0.98544189 0.98533247 0.9852197  0.98510331 0.98497957 0.98485245
 0.98472195 0.98458806]","[0.99067501 0.99079726 0.99085498 0.9908821  0.99087229 0.99084206
 0.99080566 0.99076277 0.99071341 0.99065743 0.99059255 0.99052164
 0.99044471 0.99036245 0.99027391 0.9901791  0.99007853 0.9899722
 0.98985893 0.98973362 0.98960283 0.98946657 0.98932688 0.98918726
 0.98904246 0.98889247 0.98873685 0.98857496 0.98840825 0.9882367
 0.98806032 0.9878791  0.98769306 0.98750218 0.98730647 0.98710594
 0.98690057 0.98669037 0.98647534 0.98625548 0.9860382  0.98581688
 0.98559071 0.9853597  0.98512387 0.98488322 0.98463773 0.98438742
 0.98413227 0.9838723 ]","[0.98669712 0.98671666 0.98671578 0.98670786 0.98669528 0.98667578
 0.98665988 0.98664642 0.98662634 0.98659963 0.9865663  0.98652515
 0.98647399 0.98641712 0.98635454 0.98628625 0.98621145 0.98613124
 0.98604511 0.98595345 0.98585624 0.9857535  0.98564564 0.98553184
 0.9854115  0.98528671 0.98515739 0.98502307 0.98488375 0.98473944
 0.98459013 0.98443582 0.98427651 0.9841122  0.9839429  0.9837686
 0.9835893  0.98340501 0.98321571 0.98302142 0.98282214 0.98261785
 0.98241773 0.98221432 0.98200694 0.98179556 0.9815802  0.98136085
 0.98113752 0.9809102 ]","[0.98597155 0.98594849 0.9859126  0.98586275 0.98580078 0.98573055
 0.98565807 0.98557723 0.98549301 0.98540201 0.98530134 0.98519095
 0.98507151 0.98494479 0.9848127  0.98467575 0.98453332 0.98438381
 0.98422723 0.98406358 0.98389285 0.98371609 0.98353467 0.98334636
 0.98315116 0.98294906 0.98274006 0.98252419 0.98230144 0.98207179
 0.98183525 0.98162687 0.9814181  0.98120374 0.98098381 0.98075829
 0.98052719 0.9802905  0.98004823 0.97980038 0.97954695 0.97928793
 0.97902333 0.97875315 0.97847739 0.97819604 0.97790911 0.97761659
 0.9773185  0.97701482]","[0.99007678 0.99007365 0.99006447 0.99005229 0.99004575 0.99004254
 0.99003552 0.99002242 0.99000466 0.98998152 0.98995933 0.98993162
 0.98989839 0.98986151 0.98982156 0.98977626 0.9897254  0.98966946
 0.98960828 0.98954727 0.9894811  0.9894094  0.98933291 0.98925125
 0.98916441 0.98907241 0.98897525 0.98887294 0.98876547 0.98865414
 0.98853933 0.98841942 0.98829441 0.98816434 0.98804638 0.98793008
 0.9878091  0.98768343 0.98755308 0.98741804 0.98727832 0.98713392
 0.98698805 0.98683768 0.98668265 0.98652297 0.98635864 0.98618966
 0.98601602 0.98583773]","[0.9881941  0.9882203  0.98822351 0.98821646 0.98820267 0.98818004
 0.98815465 0.98812469 0.98808925 0.9880477  0.98800054 0.9879468
 0.98788617 0.98782039 0.98774977 0.98767471 0.98759429 0.98750846
 0.98741684 0.98731957 0.9872169  0.98710897 0.98699668 0.98688006
 0.98675792 0.9866307  0.98649828 0.98636045 0.98621749 0.98606889
 0.98591523 0.98576349 0.98560795 0.98545167 0.98529524 0.98513538
 0.98497084 0.98480161 0.98462769 0.98444908 0.98426726 0.98408091
 0.98389234 0.98369947 0.98350211 0.98330022 0.98309305 0.98288139
 0.98266525 0.98244462]","[0.00185984 0.00189349 0.00191597 0.00193392 0.00194573 0.00195673
 0.00196596 0.00197463 0.00198325 0.00199245 0.00200361 0.00201649
 0.00203126 0.00204739 0.00206427 0.00208124 0.00209878 0.00211732
 0.00213666 0.00215678 0.00217813 0.00220033 0.00222351 0.00224908
 0.00227599 0.002304   0.00233306 0.00236312 0.00239446 0.00242718
 0.00246146 0.00248532 0.00250816 0.00253304 0.00256295 0.00259531
 0.00262876 0.0026633  0.00269894 0.00273565 0.00277439 0.00281425
 0.00285484 0.00289631 0.00293869 0.00298194 0.00302559 0.00307011
 0.0031155  0.00316174]","[ 5  2  1  3  4  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24
 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48
 49 50]","[-10.37722901 -10.36438378 -10.36081631 -10.3545204  -10.33622487
 -10.32786546 -10.32379636 -10.32337938 -10.32823936 -10.33732706
 -10.34960157 -10.36506207 -10.38370829 -10.40553962 -10.43047276
 -10.4554527  -10.48330767 -10.51429613 -10.54841762 -10.5856719
 -10.62605926 -10.66957986 -10.71623373 -10.76602072 -10.81894077
 -10.87499355 -10.93417898 -10.99649745 -11.06194927 -11.13378417
 -11.20981872 -11.2889176  -11.37108069 -11.43925701 -11.50532075
 -11.57417467 -11.64582296 -11.72026601 -11.7975038  -11.87753588
 -11.96036185 -12.04598136 -12.13439412 -12.22560011 -12.31959915
 -12.41661298 -12.51974635 -12.62570444 -12.7344826  -12.84607701]","[ -8.53561234  -8.42371158  -8.37087953  -8.34605677  -8.35503661
  -8.38270517  -8.41602934  -8.4552856   -8.50046812  -8.5517103
  -8.61109584  -8.67600524  -8.74641969  -8.82171483  -8.90276518
  -8.9895482   -9.08160209  -9.17892938  -9.28261586  -9.39731919
  -9.51703166  -9.64176061  -9.76962855  -9.89742647 -10.02996952
 -10.16726223 -10.30971177 -10.45788931 -10.61049414 -10.76752129
 -10.92897087 -11.09484637 -11.26514322 -11.43986189 -11.61899945
 -11.80255991 -11.99054215 -12.1829466  -12.37977323 -12.58102206
 -12.77990995 -12.98249803 -13.18952457 -13.40097368 -13.61684038
 -13.83712595 -14.06183078 -14.29095506 -14.52449898 -14.76246264]","[-12.14957618 -12.13173166 -12.13252746 -12.13976298 -12.1512525
 -12.16906084 -12.18358538 -12.19587856 -12.21421848 -12.23860826
 -12.26904896 -12.3066319  -12.35335521 -12.40529807 -12.46245369
 -12.5248183  -12.59313456 -12.66639666 -12.74505418 -12.82877197
 -12.9175497  -13.01138839 -13.1098928  -13.21383097 -13.323736
 -13.43770346 -13.55581723 -13.67848987 -13.80572758 -13.9375303
 -14.07389783 -14.21483064 -14.36032828 -14.51038921 -14.66501431
 -14.82420341 -14.98795651 -15.15627401 -15.32915762 -15.50660145
 -15.68861203 -15.87519096 -16.05796071 -16.24372889 -16.43313614
 -16.62618476 -16.82287483 -17.02320636 -17.22717927 -17.43479367]","[-11.22843453 -11.24688902 -11.27561626 -11.31551882 -11.36511548
 -11.42133151 -11.47934079 -11.54404823 -11.61145293 -11.68429463
 -11.76486623 -11.85322309 -11.94882999 -12.05025195 -12.15598144
 -12.26559781 -12.37959793 -12.49926143 -12.62458852 -12.75557952
 -12.89223463 -13.03370952 -13.17891986 -13.32964322 -13.48588418
 -13.64764496 -13.81492534 -13.98771312 -14.16600558 -14.3498159
 -14.53914282 -14.70593306 -14.87303348 -15.04460226 -15.22063995
 -15.40114642 -15.58612152 -15.77556512 -15.96947746 -16.16785843
 -16.37070796 -16.57802615 -16.78981282 -17.00606799 -17.22679166
 -17.45198378 -17.6816444  -17.91577355 -18.15437128 -18.3974376 ]","[ -9.17187239  -9.17476427  -9.18325006  -9.1945059   -9.20055516
  -9.20351731  -9.21001037  -9.22211957  -9.23853022  -9.25991825
  -9.28043519  -9.30604444  -9.33675279  -9.37084234  -9.40777129
  -9.44963633  -9.49664671  -9.54835742  -9.60490249  -9.66128919
  -9.72245302  -9.788724    -9.85942297  -9.93490204 -10.0151601
 -10.10019955 -10.19000551 -10.28456181 -10.38390077 -10.48679952
 -10.59291595 -10.70374549 -10.81928764 -10.93951343 -11.04854106
 -11.15603552 -11.26785914 -11.38401184 -11.5044935  -11.62930411
 -11.75844372 -11.89191053 -12.02673953 -12.16572671 -12.30901433
 -12.45660246 -12.60849107 -12.76468014 -12.92516975 -13.08995977]","[-10.29254489 -10.26829606 -10.26461792 -10.27007298 -10.28163692
 -10.30089606 -10.32255245 -10.34814227 -10.37858182 -10.4143717
 -10.45500956 -10.50139335 -10.55381319 -10.61072936 -10.67188887
 -10.73701067 -10.80685779 -10.8814482  -10.96111573 -11.04572635
 -11.13506566 -11.22903248 -11.32681958 -11.42836468 -11.53473811
 -11.64556075 -11.76092776 -11.88103031 -12.00561547 -12.13509023
 -12.26894924 -12.40165463 -12.53777466 -12.67472476 -12.8117031
 -12.95162399 -13.09566046 -13.24381271 -13.39608112 -13.55246438
 -13.7116071  -13.87472141 -14.03968635 -14.20841948 -14.38107633
 -14.55770199 -14.73891749 -14.92406391 -15.11314038 -15.30614614]","[1.31714425 1.34443839 1.36206162 1.37510087 1.38223692 1.38779242
 1.39098416 1.39253489 1.39420918 1.39633444 1.3998012  1.40469334
 1.41147202 1.41934476 1.42791644 1.43687629 1.44652281 1.45697376
 1.46809904 1.47975755 1.49248036 1.5060252  1.52056157 1.53724767
 1.55520392 1.57400116 1.59360424 1.61402687 1.63551319 1.65792164
 1.68154723 1.6985955  1.71517338 1.7348319  1.75929852 1.78597686
 1.8136898  1.8424315  1.87219595 1.90297498 1.93541379 1.96883857
 2.0020737  2.03594974 2.07056663 2.10587746 2.14123346 2.17728946
 2.21404484 2.25149893]","[ 5  2  1  3  4  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24
 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48
 49 50]",lasso,"[0.001 0.0030204081632653063 0.0050408163265306125 0.007061224489795919
 0.009081632653061226 0.011102040816326531 0.013122448979591837
 0.015142857142857145 0.01716326530612245 0.019183673469387756
 0.02120408163265306 0.02322448979591837 0.025244897959183676
 0.02726530612244898 0.02928571428571429 0.031306122448979595
 0.0333265306122449 0.035346938775510206 0.03736734693877551
 0.03938775510204082 0.04140816326530612 0.043428571428571434
 0.04544897959183674 0.047469387755102045 0.04948979591836735
 0.051510204081632656 0.05353061224489796 0.05555102040816327
 0.05757142857142858 0.059591836734693884 0.06161224489795919
 0.0636326530612245 0.0656530612244898 0.0676734693877551
 0.06969387755102041 0.07171428571428572 0.07373469387755102
 0.07575510204081633 0.07777551020408163 0.07979591836734694
 0.08181632653061224 0.08383673469387756 0.08585714285714287
 0.08787755102040817 0.08989795918367348 0.09191836734693878
 0.09393877551020409 0.0959591836734694 0.0979795918367347 0.1]",,,,,,,,,,,,,
