index,2014.0,2015.0,2016.0,2017.0,2018.0
linreg,0.0007445241389672805,-0.12443951332534375,0.02897640920911604,-0.0065201834707175055,1.1060903431833127
lasso,-0.0,-0.09353558749606544,0.0,-0.004422270348779928,1.1007632146705655
ridge,-0.009608018328796947,-0.11008350930250543,0.051900870284914725,-0.005077153833581117,1.0759740192643363
elasticnet,-0.011417767066963735,-0.07189807054451536,0.015893801901944865,-0.002522797239816432,1.0706050689379203
knn,,,,,
svr,,,,,
treereg,0.00017374260536158888,0.0,0.00029555596705284907,0.00010024405168907354,0.9994304573758965
randforest,0.002647134079348946,0.002472673239918223,0.002895197295286586,0.0031332653670978917,0.9888517300183484
bagging,,,,,
adaboost,0.0015999359186068744,0.0,0.0018200555673702897,0.11071524138334018,0.8858647671306829
gradboost,0.0010450794235807512,0.0005439325434065992,0.0006098758814007359,0.001981099724806902,0.9958200124268051
gradboost_dft,0.0014531480209478216,0.001087627535023447,0.0011697807032876688,0.002394415314420892,0.9938950284263202
