mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,name,param_alpha,param_l1_ratio,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_max_samples,param_loss
[0.00400467],[0.00195515],[0.00187535],[0.00026982],[{}],[0.99604451],[0.9953509],[0.99632192],[0.99659733],[0.99496108],[0.99585515],[0.00060962],[1],[-0.5697876],[-0.67745306],[-0.53676787],[-0.48911227],[-0.69576461],[-0.59377708],[0.08022892],[1],linreg,,,,,,,,,
"[0.01344547 0.01706724 0.004527   0.00392585 0.00381083 0.00379128
 0.00370607 0.00385046 0.00402398 0.00382185 0.00399075 0.00369329
 0.00365658 0.00367212 0.00363755 0.00368361 0.00362535 0.00364242
 0.00362964 0.00359821 0.00361056 0.00362382 0.00365977 0.00361657
 0.00362554 0.00362225 0.00382614 0.00366573 0.00398927 0.00371437
 0.00370002 0.0037292  0.00363708 0.00367365 0.00388899 0.00365462
 0.00381956 0.0041431  0.00406518 0.00420418 0.00400181 0.00363636
 0.00359817 0.00360169 0.00363164 0.00381236 0.00376072 0.00376344
 0.00367193 0.00364504]","[0.00288639 0.00583276 0.00052791 0.00020489 0.00016974 0.00019317
 0.00017335 0.00019227 0.00043142 0.00040918 0.00050962 0.00018826
 0.00014574 0.00018945 0.00017514 0.00016079 0.00017837 0.00019748
 0.00016821 0.00017495 0.00018001 0.00018481 0.00017726 0.00017733
 0.00018424 0.00017532 0.00024702 0.00025827 0.00061816 0.00018278
 0.00016065 0.00035505 0.00020591 0.00019364 0.00037446 0.00018323
 0.00032589 0.00010223 0.00021552 0.00043186 0.00029086 0.00017945
 0.00019943 0.00017648 0.00019363 0.0003767  0.00020642 0.0002485
 0.00017157 0.00017922]","[0.00268817 0.00636802 0.00176516 0.00154533 0.00156412 0.00154519
 0.00155735 0.00174718 0.00157619 0.00158525 0.0016541  0.00151615
 0.00151181 0.00151958 0.0014967  0.00154543 0.00149517 0.00151424
 0.00153241 0.00149026 0.0014976  0.00150676 0.00153461 0.0014998
 0.00150747 0.00151296 0.0015995  0.00157723 0.00161252 0.00156136
 0.00150709 0.00153136 0.00149026 0.00175405 0.00160527 0.00147514
 0.00155377 0.00173922 0.00194278 0.00178342 0.00179029 0.00151167
 0.00148182 0.00149417 0.00151854 0.00154762 0.00167756 0.001548
 0.00151486 0.00156212]","[9.97875607e-05 2.22420214e-03 2.21416427e-04 9.23218804e-06
 2.57724198e-05 1.24681748e-05 2.58703385e-05 1.95384478e-04
 5.79216826e-05 1.16682939e-04 1.15310268e-04 4.00598272e-05
 3.13162599e-05 2.71070915e-05 8.22817025e-06 2.62806065e-05
 5.44179635e-06 1.30816866e-05 5.14552589e-05 1.26838684e-05
 1.55792267e-05 3.15957785e-05 3.15248870e-05 1.45849825e-05
 8.26374066e-06 2.23978489e-05 1.96789453e-04 1.65245549e-04
 1.12740339e-04 7.48940120e-05 4.85909465e-05 2.27711587e-05
 1.89224462e-05 5.38283113e-04 1.24801685e-04 1.22866789e-05
 1.42814600e-04 3.44275319e-04 1.93627688e-04 1.90779228e-04
 1.69547966e-04 5.78379296e-05 3.24599694e-06 2.65178914e-05
 6.31205973e-05 5.74313490e-05 1.82864246e-04 9.57471203e-05
 2.47139690e-05 1.69869381e-04]","[{'alpha': 0.01}, {'alpha': 0.11183673469387755}, {'alpha': 0.2136734693877551}, {'alpha': 0.31551020408163266}, {'alpha': 0.4173469387755102}, {'alpha': 0.5191836734693878}, {'alpha': 0.6210204081632653}, {'alpha': 0.7228571428571429}, {'alpha': 0.8246938775510204}, {'alpha': 0.926530612244898}, {'alpha': 1.0283673469387755}, {'alpha': 1.130204081632653}, {'alpha': 1.2320408163265306}, {'alpha': 1.3338775510204082}, {'alpha': 1.4357142857142857}, {'alpha': 1.5375510204081633}, {'alpha': 1.6393877551020408}, {'alpha': 1.7412244897959184}, {'alpha': 1.843061224489796}, {'alpha': 1.9448979591836735}, {'alpha': 2.046734693877551}, {'alpha': 2.1485714285714286}, {'alpha': 2.250408163265306}, {'alpha': 2.3522448979591832}, {'alpha': 2.454081632653061}, {'alpha': 2.555918367346939}, {'alpha': 2.657755102040816}, {'alpha': 2.7595918367346934}, {'alpha': 2.861428571428571}, {'alpha': 2.963265306122449}, {'alpha': 3.0651020408163263}, {'alpha': 3.1669387755102036}, {'alpha': 3.2687755102040814}, {'alpha': 3.370612244897959}, {'alpha': 3.4724489795918365}, {'alpha': 3.574285714285714}, {'alpha': 3.6761224489795916}, {'alpha': 3.7779591836734694}, {'alpha': 3.8797959183673467}, {'alpha': 3.981632653061224}, {'alpha': 4.083469387755102}, {'alpha': 4.18530612244898}, {'alpha': 4.287142857142857}, {'alpha': 4.388979591836734}, {'alpha': 4.490816326530612}, {'alpha': 4.59265306122449}, {'alpha': 4.694489795918367}, {'alpha': 4.7963265306122445}, {'alpha': 4.898163265306122}, {'alpha': 5.0}]","[0.9960415  0.99600162 0.99600505 0.99600745 0.99600883 0.99600918
 0.99600852 0.99600683 0.99600413 0.99600039 0.99599564 0.99598987
 0.99598307 0.99597525 0.99596641 0.99595655 0.99594567 0.99593376
 0.99592083 0.99590688 0.99589191 0.99587592 0.9958589  0.99584087
 0.99582181 0.99580173 0.99578062 0.9957585  0.99573535 0.99571118
 0.99568599 0.99565978 0.99563254 0.99560428 0.99557501 0.9955447
 0.99551338 0.99548104 0.99544767 0.99541328 0.99537787 0.99534144
 0.99530399 0.99526551 0.99522601 0.99518549 0.99514395 0.99510138
 0.9950578  0.99501319]","[0.99535484 0.99530976 0.99531044 0.9953101  0.99530873 0.99530634
 0.99530292 0.99529848 0.99529302 0.99528653 0.99527902 0.99527048
 0.99526092 0.99525034 0.99523873 0.9952261  0.99521244 0.99519776
 0.99518205 0.99516532 0.99514757 0.99512879 0.99510899 0.99508816
 0.99506631 0.99504344 0.99501954 0.99499462 0.99496867 0.9949417
 0.99491371 0.99488469 0.99485464 0.99482358 0.99479149 0.99475837
 0.99472423 0.99468907 0.99465288 0.99461567 0.99457743 0.99453817
 0.99449788 0.99445657 0.99441424 0.99437088 0.9943265  0.9942811
 0.99423467 0.99418721]","[0.99631634 0.99620634 0.99620344 0.99619952 0.99619457 0.99618861
 0.99618164 0.99617364 0.99616463 0.99615459 0.99614354 0.99613147
 0.99611839 0.99610428 0.99608916 0.99607301 0.99605585 0.99603767
 0.99601848 0.99599826 0.99597703 0.99595478 0.99593151 0.99590722
 0.99588191 0.99585558 0.99582824 0.99579988 0.9957705  0.9957401
 0.99570868 0.99567625 0.9956428  0.99560832 0.99557283 0.99553633
 0.9954988  0.99546026 0.99542069 0.99538011 0.99533851 0.99529589
 0.99525226 0.9952076  0.99516193 0.99511524 0.99506753 0.9950188
 0.99496906 0.99491829]","[0.99660169 0.99659332 0.99659297 0.99659161 0.99658923 0.99658582
 0.9965814  0.99657596 0.9965695  0.99656202 0.99655353 0.99654401
 0.99653347 0.99652192 0.99650934 0.99649575 0.99648114 0.99646551
 0.99644886 0.99643119 0.9964125  0.99639279 0.99637206 0.99635032
 0.99632755 0.99630377 0.99627896 0.99625314 0.9962263  0.99619844
 0.99616956 0.99613966 0.99610874 0.9960768  0.99604385 0.99600987
 0.99597488 0.99593886 0.99590183 0.99586378 0.99582471 0.99578462
 0.99574351 0.99570138 0.99565823 0.99561406 0.99556888 0.99552267
 0.99547545 0.99542721]","[0.99495319 0.99487774 0.99486885 0.99485898 0.99484814 0.99483632
 0.99482351 0.99480974 0.99479498 0.99477924 0.99476253 0.99474484
 0.99472617 0.99470652 0.99468589 0.99466428 0.9946417  0.99461814
 0.9945936  0.99456808 0.99454158 0.99451411 0.99448565 0.99445622
 0.99442581 0.99439442 0.99436205 0.99432871 0.99429439 0.99425908
 0.9942228  0.99418555 0.99414731 0.99410809 0.9940679  0.99402673
 0.99398458 0.99394145 0.99389734 0.99385226 0.9938062  0.99375915
 0.99371113 0.99366214 0.99361216 0.99356121 0.99350927 0.99345636
 0.99340247 0.9933476 ]","[0.99585351 0.99579776 0.99579615 0.99579353 0.9957899  0.99578525
 0.9957796  0.99577293 0.99576525 0.99575656 0.99574685 0.99573613
 0.9957244  0.99571166 0.99569791 0.99568314 0.99566736 0.99565057
 0.99563276 0.99561395 0.99559412 0.99557328 0.99555142 0.99552856
 0.99550468 0.99547979 0.99545388 0.99542697 0.99539904 0.9953701
 0.99534015 0.99530918 0.99527721 0.99524422 0.99521021 0.9951752
 0.99513917 0.99510213 0.99506408 0.99502502 0.99498494 0.99494385
 0.99490175 0.99485864 0.99481451 0.99476938 0.99472323 0.99467606
 0.99462789 0.9945787 ]","[0.00061132 0.00062065 0.00062294 0.00062524 0.00062754 0.00062986
 0.00063218 0.00063451 0.00063684 0.00063918 0.00064152 0.00064387
 0.00064622 0.00064858 0.00065094 0.00065331 0.00065567 0.00065805
 0.00066042 0.0006628  0.00066517 0.00066755 0.00066994 0.00067232
 0.0006747  0.00067709 0.00067947 0.00068185 0.00068424 0.00068662
 0.00068901 0.00069139 0.00069377 0.00069615 0.00069853 0.00070091
 0.00070328 0.00070565 0.00070803 0.00071039 0.00071276 0.00071512
 0.00071748 0.00071983 0.00072219 0.00072453 0.00072688 0.00072922
 0.00073155 0.00073388]","[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24
 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48
 49 50]","[-0.57022119 -0.57596475 -0.57547163 -0.57512573 -0.57492704 -0.57487556
 -0.57497128 -0.57521422 -0.57560437 -0.57614173 -0.57682629 -0.57765807
 -0.57863706 -0.57976325 -0.58103666 -0.58245728 -0.5840251  -0.58574014
 -0.58760239 -0.58961184 -0.59176851 -0.59407239 -0.59652347 -0.59912177
 -0.60186727 -0.60475999 -0.60779992 -0.61098705 -0.6143214  -0.61780295
 -0.62143172 -0.62520769 -0.62913088 -0.63320127 -0.63741888 -0.64178369
 -0.64629572 -0.65095495 -0.6557614  -0.66071505 -0.66581592 -0.67106399
 -0.67645928 -0.68200177 -0.68769147 -0.69352839 -0.69951251 -0.70564385
 -0.71192239 -0.71834814]","[-0.6768787  -0.68344857 -0.68334933 -0.68339933 -0.68359856 -0.68394702
 -0.68444472 -0.68509166 -0.68588783 -0.68683324 -0.68792788 -0.68917176
 -0.69056487 -0.69210722 -0.6937988  -0.69563962 -0.69762967 -0.69976896
 -0.70205748 -0.70449524 -0.70708224 -0.70981847 -0.71270393 -0.71573864
 -0.71892257 -0.72225574 -0.72573815 -0.72936979 -0.73315067 -0.73708078
 -0.74116013 -0.74538871 -0.74976653 -0.75429358 -0.75896987 -0.7637954
 -0.76877016 -0.77389415 -0.77916738 -0.78458985 -0.79016155 -0.79588248
 -0.80175266 -0.80777206 -0.8139407  -0.82025858 -0.82672569 -0.83334204
 -0.84010762 -0.84702244]","[-0.53758135 -0.55363435 -0.55405824 -0.55463074 -0.55535184 -0.55622155
 -0.55723987 -0.55840679 -0.55972232 -0.56118645 -0.56279919 -0.56456053
 -0.56647048 -0.56852904 -0.5707362  -0.57309196 -0.57559634 -0.57824931
 -0.5810509  -0.58400109 -0.58709988 -0.59034728 -0.59374329 -0.5972879
 -0.60098112 -0.60482294 -0.60881337 -0.6129524  -0.61724004 -0.62167629
 -0.62626114 -0.63099459 -0.63587666 -0.64090732 -0.6460866  -0.65141448
 -0.65689096 -0.66251605 -0.66828975 -0.67421205 -0.68028296 -0.68650247
 -0.69287059 -0.69938731 -0.70605264 -0.71286658 -0.71982912 -0.72694027
 -0.73420002 -0.74160838]","[-0.48848637 -0.48968951 -0.48973908 -0.48993515 -0.49027771 -0.49076676
 -0.4914023  -0.49218433 -0.49311285 -0.49418786 -0.49540936 -0.49677735
 -0.49829183 -0.49995281 -0.50176027 -0.50371422 -0.50581467 -0.5080616
 -0.51045503 -0.51299495 -0.51568136 -0.51851425 -0.52149364 -0.52461952
 -0.52789189 -0.53131075 -0.5348761  -0.53858794 -0.54244628 -0.5464511
 -0.55060241 -0.55490022 -0.55934451 -0.5639353  -0.56867257 -0.57355634
 -0.5785866  -0.58376334 -0.58908658 -0.59455631 -0.60017253 -0.60593524
 -0.61184444 -0.61790013 -0.62410231 -0.63045098 -0.63694615 -0.6435878
 -0.65037595 -0.65731058]","[-0.69685389 -0.70727236 -0.70849953 -0.70986179 -0.71135914 -0.71299156
 -0.71475907 -0.71666166 -0.71869933 -0.72087208 -0.72317992 -0.72562284
 -0.72820084 -0.73091393 -0.73376209 -0.73674534 -0.73986367 -0.74311709
 -0.74650559 -0.75002917 -0.75368783 -0.75748157 -0.7614104  -0.76547431
 -0.7696733  -0.77400738 -0.77847653 -0.78308077 -0.7878201  -0.7926945
 -0.79770399 -0.80284856 -0.80812821 -0.81354295 -0.81909276 -0.82477766
 -0.83059765 -0.83655271 -0.84264286 -0.84886809 -0.8552284  -0.8617238
 -0.86835427 -0.87511983 -0.88202048 -0.8890562  -0.89622701 -0.9035329
 -0.91097387 -0.91854993]","[-0.5940043  -0.60200191 -0.60222356 -0.60259055 -0.60310286 -0.60376049
 -0.60456345 -0.60551173 -0.60660534 -0.60784427 -0.60922853 -0.61075811
 -0.61243302 -0.61425325 -0.6162188  -0.61832969 -0.62058589 -0.62298742
 -0.62553428 -0.62822646 -0.63106396 -0.63404679 -0.63717495 -0.64044843
 -0.64386723 -0.64743136 -0.65114081 -0.65499559 -0.6589957  -0.66314112
 -0.66743188 -0.67186795 -0.67644936 -0.68117608 -0.68604814 -0.69106551
 -0.69622822 -0.70153624 -0.70698959 -0.71258827 -0.71833227 -0.7242216
 -0.73025625 -0.73643622 -0.74276152 -0.74923215 -0.7558481  -0.76260937
 -0.76951597 -0.77656789]","[0.08041073 0.08166622 0.08193204 0.08219839 0.08246518 0.08273232
 0.08299971 0.08326726 0.0835349  0.08380254 0.08407009 0.08433747
 0.08460462 0.08487144 0.08513787 0.08540384 0.08566927 0.08593409
 0.08619825 0.08646167 0.08672429 0.08698604 0.08724688 0.08750674
 0.08776556 0.08802329 0.08827987 0.08853526 0.08878939 0.08904223
 0.08929372 0.08954383 0.08979249 0.09003967 0.09028533 0.09052942
 0.09077191 0.09101276 0.09125192 0.09148937 0.09172506 0.09195897
 0.09219106 0.0924213  0.09264965 0.0928761  0.0931006  0.09332314
 0.09354368 0.0937622 ]","[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24
 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48
 49 50]",lasso,"[0.01 0.11183673469387755 0.2136734693877551 0.31551020408163266
 0.4173469387755102 0.5191836734693878 0.6210204081632653
 0.7228571428571429 0.8246938775510204 0.926530612244898
 1.0283673469387755 1.130204081632653 1.2320408163265306
 1.3338775510204082 1.4357142857142857 1.5375510204081633
 1.6393877551020408 1.7412244897959184 1.843061224489796
 1.9448979591836735 2.046734693877551 2.1485714285714286 2.250408163265306
 2.3522448979591832 2.454081632653061 2.555918367346939 2.657755102040816
 2.7595918367346934 2.861428571428571 2.963265306122449 3.0651020408163263
 3.1669387755102036 3.2687755102040814 3.370612244897959
 3.4724489795918365 3.574285714285714 3.6761224489795916
 3.7779591836734694 3.8797959183673467 3.981632653061224 4.083469387755102
 4.18530612244898 4.287142857142857 4.388979591836734 4.490816326530612
 4.59265306122449 4.694489795918367 4.7963265306122445 4.898163265306122
 5.0]",,,,,,,,
